0,1,2,3,4,target
5.165574122021738,2.7063612392722067,3.915003874217667,4.810799685358755,2.549711768939658,0.7094753658401762
5.9703181497397,1.5904494459528318,4.946095709631984,3.7316932138693266,2.7550990522187258,0.4952392006976993
5.65600034435407,0.06770618949209224,4.695153008216507,5.4570498775580285,4.176858395832959,0.3231193338060102
3.5397032140368063,0.3156660559054442,3.25206425465252,0.2348562141467871,1.3618145310824958,0.4368693921193361
1.9241602429242664,5.692442456732893,3.566861349840645,1.1248872535397236,1.7225286446549055,0.5297735312133063
4.2792264993446,5.295905020185379,0.96952919261759,2.717347206033572,0.8629783674408991,0.4836252691486982
1.5689299421052592,4.384891259270709,5.226368506206119,5.907160629537055,5.065219624622649,0.3753849987039081
3.011928998691205,5.1114299988738345,3.559378311345717,0.6297852901621324,4.152899392747723,0.5981477344453794
2.9776716436469046,5.008392146049792,2.6641800136960656,0.8145719477494346,0.8977937359591606,0.5451885059786974
5.748026445146202,1.9848196793225241,1.1680838705478769,0.25700604278989697,3.9378394551693385,0.39460627169235996
3.0056264180938035,1.1416684390250216,2.2363339756343192,0.798372982851725,3.0092565007333083,0.7202607479674598
5.331390083433312,3.371877317706647,5.551064531467928,4.896440133529066,6.043931463502173,0.3339611063095197
2.5764218441765485,0.31078908765624663,0.9170468707614166,0.17641265127214328,5.465943504234706,0.3246385350582651
5.7334757059840085,2.2834264026327684,1.5357580405205211,2.55777378953747,4.422740126582976,0.5763979398070243
3.8680040016608577,5.393596861306857,4.9096142715561975,5.799824253402531,2.8444785259645022,0.4349231772598927
5.042039206425288,3.713326707311545,4.7757705921889695,3.4724277716426526,5.101120864284586,0.5724092820906022
3.564788540346175,2.517263399970098,3.7979360346810926,0.7748241638270754,4.674901550840018,0.7170810322590434
5.081308356220995,0.2400611438355657,2.1393628094335684,1.1355177856244092,2.252222700562469,0.4602935130136258
1.9678446858549823,5.533201244553908,5.660582695971688,0.996511102362158,1.6617591363915014,0.3942283426518888
3.439922028672834,3.801153466557925,2.068516957664565,4.794256110197291,1.404212349095893,0.8019932970964593
